accession,assay,organism,status,hsHSR_28,mmHSR_882,mmLM_343,mmLM_363,mmLM_540,mmLM_543,mmHSR_1865,mmHSR_2365
ENCFF634CSE,ChIP-seq,human,released,10.0,4.0,23.0,8.0,18.0,14.0,9.0,13.0
ENCFF654ZDV,ChIP-seq,human,released,6.0,75.0,45.0,2.0,7.0,6.0,4.0,3.0
ENCFF604ZVQ,ChIP-seq,human,released,2.0,3.0,14.0,3.0,17.0,15.0,7.0,15.0
ENCFF224RXX,ChIP-seq,human,released,6.0,16.0,3.0,2.0,9.0,7.0,13.0,7.0
ENCFF334XFC,ChIP-seq,human,released,9.0,6.0,11.0,1.0,9.0,10.0,4.0,13.0
ENCFF814JJV,ChIP-seq,human,released,5.0,39.0,56.0,9.0,4.0,5.0,6.0,4.0
ENCFF054LZZ,ChIP-seq,human,released,16.0,11.0,22.0,9.0,2.0,16.0,12.0,22.0
ENCFF464FTD,ChIP-seq,human,released,11.0,17.0,10.0,5.0,5.0,12.0,4.0,4.0
ENCFF364XWE,eCLIP,human,released,358.0,40.0,23.0,0.0,0.0,0.0,0.0,3.0
ENCFF514BIN,ChIP-seq,human,released,4.0,2.0,2.0,3.0,7.0,3.0,2.0,4.0
ENCFF084EUS,ChIP-seq,human,released,9.0,15.0,13.0,3.0,2.0,4.0,9.0,8.0
ENCFF844QDN,RNA-seq,mouse,released,100.0,0.0,9.0,0.0,12.0,3.0,0.0,27.0
ENCFF674DJW,ChIP-seq,human,released,7.0,13.0,6.0,7.0,10.0,9.0,4.0,6.0
ENCFF034VYX,ChIP-seq,human,released,4.0,9.0,8.0,6.0,8.0,3.0,5.0,11.0
ENCFF474MTR,DNase-seq,mouse,released,2572.0,20.0,8.0,4.0,3.0,1.0,3.0,8.0
ENCFF724EIL,ChIP-seq,human,released,7.0,13.0,7.0,7.0,7.0,2.0,4.0,4.0
ENCFF544AOC,ChIP-seq,human,released,1.0,18.0,5.0,6.0,8.0,67.0,3.0,3.0
ENCFF244ACQ,ChIP-seq,human,released,5.0,12.0,7.0,8.0,7.0,12.0,8.0,7.0
ENCFF434JQK,ChIP-seq,human,released,4.0,7.0,6.0,8.0,7.0,8.0,4.0,10.0
ENCFF614UID,ChIP-seq,human,released,47.0,59.0,12.0,5.0,12.0,11.0,7.0,9.0
ENCFF614YZJ,ChIP-seq,human,released,7.0,22.0,21.0,3.0,15.0,13.0,8.0,8.0
ENCFF234MZC,RNA-seq,mouse,released,127.0,0.0,15.0,0.0,31.0,1.0,0.0,5.0
ENCFF174QTN,DNase-seq,human,released,3.0,58.0,9.0,8.0,2.0,50.0,5.0,3.0
ENCFF564YRK,RNA-seq,human,released,0.0,274.0,242.0,0.0,37.0,0.0,0.0,0.0
ENCFF114HAI,ChIP-seq,human,released,4.0,15.0,8.0,5.0,6.0,8.0,6.0,5.0
ENCFF764VBB,eCLIP,human,released,249.0,377.0,54.0,0.0,3.0,0.0,0.0,15.0
ENCFF944UAY,ChIP-seq,mouse,released,756.0,7.0,10.0,5.0,4.0,4.0,4.0,4.0
ENCFF764AQK,RNA-seq,mouse,released,17.0,0.0,33.0,0.0,10.0,9.0,0.0,11.0
ENCFF304COP,ChIP-seq,human,released,9.0,44.0,10.0,5.0,2.0,8.0,4.0,8.0
ENCFF314IKA,eCLIP,human,released,94.0,178.0,19.0,0.0,0.0,0.0,0.0,10.0
ENCFF374HWO,ChIP-seq,human,released,14.0,4.0,5.0,10.0,6.0,6.0,9.0,8.0
ENCFF134IKY,ChIP-seq,human,released,4.0,16.0,9.0,4.0,2.0,8.0,8.0,9.0
ENCFF114SCQ,ChIP-seq,human,released,7.0,17.0,14.0,6.0,3.0,11.0,10.0,12.0
ENCFF974SJG,ChIP-seq,human,released,2.0,4.0,7.0,0.0,10.0,15.0,0.0,4.0
ENCFF474WVT,ChIP-seq,human,released,3.0,10.0,59.0,18.0,10.0,0.0,2.0,8.0
ENCFF094UXE,DNase-seq,human,released,4.0,24.0,12.0,8.0,2.0,20.0,8.0,9.0
ENCFF324BGQ,ChIP-seq,human,released,7.0,30.0,14.0,6.0,8.0,13.0,4.0,8.0
ENCFF084VKW,ChIP-seq,human,released,7.0,16.0,14.0,3.0,10.0,4.0,4.0,10.0
ENCFF414FAJ,ChIP-seq,human,released,8.0,19.0,9.0,5.0,6.0,7.0,7.0,14.0
ENCFF924FSA,ChIP-seq,human,released,24.0,46.0,5.0,14.0,24.0,12.0,9.0,10.0
ENCFF414HFK,ChIP-seq,human,released,5.0,4.0,117.0,2.0,18.0,10.0,6.0,2.0
ENCFF174LDA,ChIP-seq,human,released,2.0,10.0,5.0,8.0,2.0,5.0,12.0,8.0
ENCFF344SLW,ChIP-seq,human,released,7.0,21.0,11.0,7.0,6.0,19.0,13.0,5.0
ENCFF924TJF,ChIP-seq,human,released,3.0,5.0,7.0,0.0,7.0,10.0,3.0,3.0
ENCFF904EEO,DNase-seq,human,released,704.0,6.0,5.0,1.0,10.0,4.0,2.0,3.0
ENCFF184GOD,ChIP-seq,human,released,7.0,12.0,15.0,9.0,6.0,10.0,8.0,10.0
ENCFF344GMP,DNase-seq,mouse,released,42038.0,11.0,5.0,4.0,3.0,1.0,3.0,1.0
ENCFF264LQD,DNase-seq,human,released,211.0,10.0,13.0,3.0,10.0,12.0,6.0,9.0
ENCFF404IHD,DNase-seq,human,released,200.0,21.0,10.0,3.0,5.0,35.0,12.0,5.0
ENCFF724RXW,ChIP-seq,mouse,released,1533.0,7.0,4.0,0.0,2.0,3.0,2.0,1.0
ENCFF844ULM,ChIP-seq,mouse,released,1526.0,6.0,4.0,0.0,3.0,3.0,3.0,2.0
ENCFF434GIF,ChIP-seq,human,released,3.0,16.0,4.0,9.0,3.0,8.0,9.0,3.0
ENCFF504OAO,ChIP-seq,human,released,0.0,8.0,9.0,5.0,7.0,20.0,3.0,2.0
ENCFF934ULS,RNA-seq,mouse,released,122.0,0.0,20.0,0.0,25.0,3.0,0.0,8.0
ENCFF204CAZ,ChIP-seq,human,released,5.0,22.0,15.0,4.0,3.0,6.0,6.0,9.0
ENCFF994JUO,RNA-seq,mouse,released,67.0,0.0,16.0,0.0,22.0,3.0,0.0,4.0
ENCFF724HOV,ChIP-seq,human,released,53.0,113.0,7.0,14.0,16.0,46.0,3.0,13.0
ENCFF164TQV,ChIP-seq,human,released,7.0,9.0,9.0,7.0,3.0,7.0,13.0,9.0
ENCFF164WVX,DNase-seq,human,released,0.0,73.0,21.0,8.0,2.0,67.0,2.0,3.0
ENCFF354GQD,eCLIP,human,released,197.0,98.0,41.0,0.0,11.0,0.0,0.0,7.0
ENCFF484MZO,ChIP-seq,human,released,5.0,8.0,5.0,9.0,3.0,7.0,16.0,10.0
ENCFF494YXM,RNA-seq,mouse,released,109.0,0.0,20.0,0.0,21.0,3.0,0.0,10.0
ENCFF704DIO,eCLIP,human,released,63.0,68.0,26.0,0.0,4.0,0.0,0.0,2.0
ENCFF994DJF,ChIP-seq,human,released,6.0,46.0,23.0,9.0,9.0,14.0,6.0,4.0
ENCFF344UPD,ChIP-seq,human,released,4.0,14.0,18.0,5.0,15.0,15.0,2.0,9.0
ENCFF644FQD,ChIP-seq,human,released,37.0,128.0,22.0,10.0,17.0,57.0,7.0,15.0
ENCFF444KHB,ChIP-seq,mouse,released,1461.0,11.0,2.0,0.0,1.0,5.0,2.0,4.0
ENCFF394TNC,ChIP-seq,mouse,released,3987.0,15.0,4.0,3.0,4.0,8.0,4.0,5.0
ENCFF854WNH,ChIP-seq,human,released,2.0,16.0,8.0,3.0,4.0,2.0,8.0,5.0
ENCFF614DZU,ChIP-seq,human,released,4.0,6.0,5.0,5.0,20.0,7.0,1.0,8.0
ENCFF654LEK,ChIP-seq,mouse,released,5521.0,17.0,6.0,2.0,5.0,11.0,3.0,3.0
ENCFF144ATV,ChIP-seq,human,released,4.0,2.0,3.0,12.0,4.0,8.0,11.0,6.0
ENCFF794FBC,RNA-seq,mouse,released,103.0,0.0,14.0,0.0,30.0,3.0,0.0,3.0
ENCFF844ELO,DNase-seq,human,released,32.0,16.0,10.0,3.0,14.0,13.0,6.0,9.0
ENCFF414PAJ,ChIP-seq,human,released,9.0,14.0,6.0,12.0,4.0,8.0,5.0,5.0
ENCFF964NEQ,ChIP-seq,human,released,3.0,8.0,4.0,6.0,5.0,5.0,11.0,5.0
ENCFF614BCL,ChIP-seq,human,released,8.0,14.0,10.0,2.0,5.0,1.0,5.0,10.0
ENCFF884ZFQ,ChIP-seq,human,released,2.0,7.0,9.0,11.0,6.0,2.0,7.0,10.0
ENCFF384BDA,eCLIP,human,released,76.0,301.0,31.0,0.0,2.0,0.0,0.0,4.0
ENCFF504IDI,ChIP-seq,human,released,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0
ENCFF394TEO,ChIP-seq,human,released,7.0,31.0,16.0,5.0,16.0,29.0,11.0,8.0
ENCFF394AUR,RNA-seq,mouse,released,79.0,0.0,6.0,0.0,4.0,0.0,0.0,211.0
ENCFF694SJJ,ChIP-seq,human,released,6.0,8.0,12.0,2.0,9.0,11.0,8.0,8.0
ENCFF414YHF,eCLIP,human,released,9.0,53.0,32.0,0.0,20.0,0.0,1.0,11.0
ENCFF064VAD,RNA-seq,mouse,released,74.0,0.0,14.0,0.0,9.0,3.0,0.0,152.0
ENCFF384ATB,ChIP-seq,human,released,10.0,19.0,9.0,8.0,6.0,15.0,6.0,10.0
ENCFF794EUA,ChIP-seq,human,released,7.0,17.0,14.0,7.0,4.0,2.0,5.0,8.0
ENCFF704JNN,ChIP-seq,human,released,0.0,7.0,8.0,4.0,4.0,6.0,3.0,4.0
ENCFF204VTA,ChIP-seq,human,released,2.0,21.0,11.0,6.0,4.0,11.0,5.0,5.0
ENCFF834PGM,ChIP-seq,human,released,8.0,8.0,65.0,21.0,16.0,1.0,3.0,6.0
ENCFF734YVS,ChIP-seq,human,released,3.0,9.0,27.0,10.0,13.0,2.0,4.0,6.0
ENCFF664GXO,ChIP-seq,human,released,5.0,19.0,8.0,9.0,5.0,13.0,4.0,8.0
ENCFF814OML,DNase-seq,human,released,1.0,67.0,17.0,2.0,0.0,50.0,5.0,5.0
ENCFF504NPS,ChIP-seq,mouse,released,12903.0,16.0,7.0,0.0,12.0,6.0,3.0,8.0
ENCFF934QWJ,ChIP-seq,human,released,2.0,11.0,5.0,4.0,5.0,7.0,10.0,6.0
ENCFF484YBP,ChIP-seq,human,released,5.0,5.0,7.0,10.0,3.0,5.0,5.0,3.0
ENCFF794BAY,ChIP-seq,human,released,4.0,8.0,0.0,12.0,4.0,13.0,12.0,3.0
ENCFF214VVR,DNase-seq,mouse,released,466.0,123.0,60.0,17.0,15.0,79.0,57.0,112.0
ENCFF484QES,ChIP-seq,human,released,3.0,4.0,8.0,8.0,13.0,7.0,6.0,12.0
ENCFF474EZQ,ChIP-seq,human,released,3.0,10.0,6.0,7.0,2.0,4.0,15.0,6.0
ENCFF854WWM,ChIP-seq,human,released,4.0,11.0,9.0,3.0,4.0,12.0,7.0,5.0
ENCFF824HRJ,DNase-seq,human,revoked,18.0,5.0,12.0,2.0,33.0,9.0,4.0,3.0
ENCFF034CMO,ChIP-seq,human,released,1.0,2.0,9.0,0.0,10.0,5.0,5.0,4.0
ENCFF884GTE,ChIP-seq,mouse,released,5620.0,17.0,12.0,3.0,10.0,10.0,8.0,9.0
ENCFF294ARL,ChIP-seq,human,released,5.0,43.0,30.0,4.0,6.0,7.0,2.0,7.0
ENCFF944QYE,ChIP-seq,human,released,3.0,11.0,29.0,1.0,5.0,6.0,6.0,4.0
ENCFF724XXG,ChIP-seq,human,released,5.0,16.0,15.0,6.0,5.0,6.0,6.0,9.0
ENCFF234LRU,eCLIP,human,released,202.0,153.0,112.0,0.0,3.0,0.0,0.0,10.0
ENCFF504DLM,ChIP-seq,human,released,20.0,10.0,12.0,12.0,3.0,12.0,5.0,7.0
ENCFF014BGA,ChIP-seq,human,released,4.0,22.0,6.0,8.0,5.0,14.0,5.0,12.0
ENCFF804VPC,RNA-seq,human,released,0.0,241.0,233.0,0.0,39.0,0.0,0.0,0.0
ENCFF924JFB,ChIP-seq,human,released,3.0,11.0,8.0,3.0,2.0,8.0,0.0,4.0
ENCFF454TXS,ChIP-seq,human,released,11.0,80.0,65.0,3.0,13.0,5.0,5.0,3.0
ENCFF494RKL,RNA-seq,human,released,0.0,97.0,236.0,0.0,33.0,0.0,0.0,0.0
ENCFF954HHD,ChIP-seq,mouse,released,11140.0,15.0,9.0,8.0,10.0,13.0,5.0,4.0
ENCFF054LVA,ChIP-seq,human,released,20.0,18.0,19.0,5.0,1.0,10.0,6.0,3.0
ENCFF604SDQ,ChIP-seq,human,released,7.0,15.0,63.0,17.0,13.0,2.0,3.0,5.0
ENCFF514UER,DNase-seq,human,released,2.0,13.0,7.0,3.0,1.0,6.0,1.0,5.0
ENCFF444WUQ,ChIP-seq,human,released,2.0,3.0,4.0,9.0,3.0,8.0,12.0,6.0
ENCFF204KQF,ChIP-seq,human,released,10.0,11.0,94.0,14.0,15.0,2.0,1.0,8.0
ENCFF234IUB,ChIP-seq,human,released,2.0,10.0,11.0,4.0,2.0,9.0,5.0,10.0
ENCFF584KNR,ChIP-seq,mouse,released,395.0,10.0,6.0,13.0,8.0,6.0,0.0,5.0
ENCFF594ZTO,ChIP-seq,human,released,3.0,5.0,14.0,0.0,16.0,18.0,7.0,10.0
ENCFF704ZVH,ChIP-seq,human,released,4.0,18.0,13.0,5.0,7.0,12.0,6.0,17.0
ENCFF994LBW,ChIP-seq,human,released,1.0,13.0,7.0,6.0,8.0,4.0,0.0,4.0
ENCFF234CDF,DNase-seq,human,released,3.0,46.0,16.0,10.0,1.0,21.0,5.0,9.0
ENCFF344RIE,ChIP-seq,human,released,1.0,7.0,10.0,5.0,9.0,30.0,1.0,15.0
ENCFF874PRI,ChIP-seq,human,released,6.0,25.0,4.0,13.0,1.0,6.0,3.0,2.0
ENCFF944TRA,ChIP-seq,human,released,8.0,34.0,8.0,7.0,3.0,12.0,11.0,4.0
ENCFF784SJH,ChIP-seq,human,released,4.0,37.0,10.0,7.0,1.0,10.0,4.0,2.0
ENCFF914DVP,ChIP-seq,human,released,9.0,89.0,69.0,4.0,9.0,5.0,10.0,9.0
ENCFF964CKS,ChIP-seq,human,released,3.0,45.0,32.0,3.0,7.0,12.0,5.0,7.0
ENCFF214TTF,ChIP-seq,human,released,2.0,8.0,6.0,5.0,4.0,6.0,3.0,5.0
ENCFF194NKC,DNase-seq,human,released,63.0,58.0,24.0,14.0,14.0,214.0,11.0,12.0
ENCFF764IPK,ChIP-seq,human,released,0.0,121.0,102.0,21.0,3.0,3.0,1.0,4.0
ENCFF604MMC,ChIP-seq,human,released,42.0,62.0,25.0,8.0,10.0,55.0,5.0,10.0
ENCFF194FMO,ChIP-seq,human,released,4.0,10.0,6.0,3.0,3.0,2.0,4.0,5.0
ENCFF224NKN,ChIP-seq,human,released,7.0,7.0,6.0,8.0,7.0,4.0,1.0,12.0
ENCFF684DAZ,DNase-seq,human,released,706.0,7.0,15.0,0.0,2.0,14.0,2.0,3.0
ENCFF954PCK,ChIP-seq,human,released,3.0,14.0,11.0,6.0,8.0,13.0,1.0,9.0
ENCFF294BAO,DNase-seq,human,revoked,536.0,17.0,5.0,2.0,4.0,11.0,4.0,2.0
ENCFF204QDK,ChIP-seq,human,released,2.0,3.0,4.0,10.0,3.0,1.0,6.0,2.0
ENCFF134DLN,ChIP-seq,human,released,6.0,4.0,9.0,2.0,9.0,19.0,6.0,10.0
ENCFF264TCW,ChIP-seq,human,released,15.0,17.0,21.0,10.0,23.0,22.0,10.0,11.0
ENCFF204LQQ,ChIP-seq,human,released,7.0,5.0,7.0,2.0,5.0,9.0,11.0,3.0
ENCFF154HHB,ChIP-seq,human,released,1.0,2.0,3.0,6.0,9.0,2.0,6.0,7.0
ENCFF324AKV,DNase-seq,mouse,released,2553.0,67.0,18.0,3.0,1.0,0.0,5.0,7.0
ENCFF414DWU,ChIP-seq,human,released,3.0,13.0,7.0,7.0,6.0,5.0,14.0,3.0
ENCFF284GDJ,ChIP-seq,human,released,3.0,4.0,1.0,7.0,5.0,7.0,13.0,4.0
ENCFF234JQC,ChIP-seq,human,released,6.0,16.0,17.0,7.0,2.0,5.0,5.0,6.0
ENCFF074JDI,ChIP-seq,human,released,2.0,4.0,5.0,5.0,2.0,6.0,11.0,5.0
ENCFF754BJD,ChIP-seq,human,released,6.0,26.0,14.0,10.0,12.0,34.0,11.0,10.0
ENCFF524RDH,ChIP-seq,human,released,11.0,16.0,6.0,4.0,4.0,6.0,3.0,5.0
ENCFF264JZE,DNase-seq,human,released,58.0,27.0,16.0,10.0,8.0,31.0,3.0,10.0
ENCFF334CWH,DNase-seq,mouse,released,5340.0,159.0,35.0,9.0,13.0,12.0,29.0,102.0
ENCFF904JYN,DNase-seq,human,released,19.0,18.0,13.0,3.0,7.0,12.0,0.0,6.0
ENCFF964VMI,ChIP-seq,human,released,2.0,17.0,6.0,8.0,4.0,16.0,4.0,15.0
ENCFF044LGE,ChIP-seq,human,released,6.0,45.0,28.0,2.0,9.0,2.0,2.0,10.0
ENCFF724ERL,eCLIP,human,released,316.0,99.0,22.0,0.0,4.0,0.0,1.0,14.0
ENCFF944YQU,ChIP-seq,human,released,6.0,9.0,3.0,11.0,2.0,7.0,24.0,6.0
ENCFF234PPL,ChIP-seq,human,released,16.0,10.0,18.0,12.0,4.0,13.0,9.0,8.0
ENCFF994STX,ChIP-seq,human,released,6.0,9.0,7.0,12.0,4.0,8.0,8.0,13.0
ENCFF624URI,ChIP-seq,mouse,released,1890.0,20.0,7.0,3.0,6.0,3.0,3.0,0.0
ENCFF844YUO,ChIP-seq,human,released,9.0,22.0,9.0,6.0,0.0,15.0,5.0,6.0
ENCFF704REF,ChIP-seq,human,released,2.0,11.0,18.0,6.0,5.0,8.0,5.0,5.0
ENCFF154ELM,ChIP-seq,human,released,2.0,8.0,2.0,11.0,2.0,4.0,21.0,4.0
ENCFF074MHP,eCLIP,human,released,471.0,183.0,65.0,0.0,0.0,1.0,0.0,6.0
ENCFF374FIN,ChIP-seq,human,released,5.0,25.0,8.0,11.0,3.0,9.0,2.0,13.0
ENCFF104VFR,ChIP-seq,human,released,4.0,33.0,30.0,3.0,9.0,4.0,3.0,11.0
ENCFF944SHL,ChIP-seq,human,released,4.0,10.0,3.0,6.0,7.0,12.0,3.0,12.0
ENCFF724ZUV,ChIP-seq,human,released,10.0,127.0,90.0,4.0,1.0,33.0,5.0,7.0
ENCFF174JIH,DNase-seq,human,released,2.0,30.0,7.0,2.0,1.0,19.0,1.0,5.0
ENCFF804KXD,ChIP-seq,human,released,4.0,3.0,8.0,2.0,4.0,3.0,1.0,6.0
ENCFF294ONB,ChIP-seq,human,released,2.0,5.0,6.0,1.0,1.0,5.0,0.0,2.0
ENCFF274GXF,ChIP-seq,human,released,6.0,18.0,8.0,3.0,9.0,11.0,4.0,5.0
ENCFF724IXC,ChIP-seq,human,released,4.0,10.0,9.0,7.0,4.0,4.0,1.0,1.0
ENCFF614WYO,ChIP-seq,human,released,6.0,15.0,36.0,3.0,7.0,3.0,3.0,7.0
ENCFF504XJQ,ChIP-seq,human,released,16.0,5.0,12.0,15.0,10.0,9.0,11.0,10.0
ENCFF534LTX,ChIP-seq,human,released,3.0,7.0,7.0,6.0,8.0,11.0,9.0,13.0
ENCFF604YTT,ChIP-seq,human,released,1.0,20.0,9.0,2.0,6.0,12.0,8.0,8.0
ENCFF454TWG,ChIP-seq,human,released,4.0,15.0,17.0,9.0,3.0,8.0,9.0,21.0
ENCFF764CUN,ChIP-seq,human,released,4.0,16.0,12.0,6.0,1.0,46.0,2.0,9.0
ENCFF724DXA,ChIP-seq,human,released,3.0,11.0,12.0,7.0,6.0,6.0,6.0,6.0
ENCFF824PUL,ChIP-seq,human,released,9.0,0.0,6.0,5.0,3.0,9.0,13.0,13.0
ENCFF614GBX,ChIP-seq,human,released,7.0,15.0,10.0,2.0,6.0,5.0,3.0,8.0
ENCFF604LHJ,ChIP-seq,human,released,5.0,10.0,32.0,5.0,13.0,8.0,3.0,9.0
ENCFF704GKQ,ChIP-seq,mouse,released,1228.0,70.0,21.0,9.0,13.0,19.0,23.0,25.0
ENCFF984MPJ,eCLIP,human,released,110.0,48.0,24.0,0.0,9.0,0.0,0.0,4.0
ENCFF254JEW,DNase-seq,human,released,424.0,12.0,9.0,6.0,6.0,7.0,4.0,5.0
ENCFF474PYP,ChIP-seq,human,released,6.0,2.0,1.0,5.0,4.0,4.0,13.0,3.0
ENCFF174GYN,ChIP-seq,human,released,4.0,5.0,6.0,1.0,6.0,2.0,5.0,4.0
ENCFF034IRJ,ChIP-seq,human,released,3.0,7.0,7.0,6.0,6.0,6.0,4.0,3.0
ENCFF594GWU,DNase-seq,human,released,5.0,27.0,7.0,4.0,1.0,7.0,4.0,3.0
ENCFF784OAW,ChIP-seq,human,released,10.0,5.0,12.0,5.0,4.0,15.0,2.0,4.0
ENCFF474FXD,ChIP-seq,human,released,0.0,7.0,2.0,4.0,4.0,0.0,5.0,4.0
ENCFF644TPU,ChIP-seq,human,released,8.0,6.0,7.0,2.0,3.0,8.0,3.0,1.0
ENCFF734LCT,eCLIP,human,released,91.0,171.0,12.0,0.0,1.0,0.0,0.0,0.0
ENCFF954EDE,ChIP-seq,human,released,6.0,21.0,17.0,9.0,13.0,21.0,6.0,8.0
ENCFF704CAX,ChIP-seq,human,released,4.0,9.0,7.0,5.0,6.0,3.0,4.0,3.0
ENCFF144JAM,ChIP-seq,human,released,6.0,11.0,10.0,2.0,8.0,8.0,6.0,9.0
ENCFF054GPE,ChIP-seq,human,released,0.0,12.0,3.0,0.0,1.0,5.0,3.0,3.0
ENCFF514IZO,ChIP-seq,human,released,5.0,18.0,11.0,4.0,6.0,11.0,4.0,6.0
ENCFF454JJQ,ChIP-seq,human,released,6.0,6.0,7.0,1.0,1.0,6.0,2.0,4.0
ENCFF844ZQH,ChIP-seq,human,released,5.0,14.0,10.0,7.0,4.0,6.0,4.0,11.0
ENCFF504GMA,ChIP-seq,human,released,4.0,5.0,11.0,3.0,5.0,3.0,9.0,10.0
ENCFF944SXD,ChIP-seq,human,released,4.0,10.0,8.0,3.0,4.0,43.0,7.0,6.0
ENCFF084JSH,ChIP-seq,human,released,0.0,2.0,36.0,2.0,0.0,8.0,0.0,2.0
ENCFF874VMO,ChIP-seq,human,released,3.0,11.0,16.0,4.0,14.0,6.0,6.0,11.0
ENCFF944RHJ,RNA-seq,mouse,released,29.0,0.0,8.0,0.0,5.0,0.0,0.0,239.0
ENCFF654NTK,ChIP-seq,human,released,3.0,12.0,6.0,1.0,3.0,3.0,5.0,3.0
ENCFF144BXY,ChIP-seq,human,released,3.0,6.0,9.0,1.0,1.0,4.0,4.0,4.0
ENCFF974QSS,ChIP-seq,mouse,released,992.0,69.0,24.0,8.0,18.0,13.0,20.0,15.0
ENCFF334RGO,ChIP-seq,mouse,released,1504.0,11.0,6.0,4.0,14.0,4.0,3.0,4.0
ENCFF554PBB,ChIP-seq,human,released,2.0,14.0,12.0,9.0,4.0,6.0,2.0,3.0
ENCFF854ZKM,ChIP-seq,human,released,1.0,8.0,5.0,7.0,7.0,9.0,10.0,3.0
ENCFF294MOK,DNase-seq,human,released,13.0,12.0,11.0,4.0,4.0,6.0,0.0,2.0
ENCFF554ZHB,ChIP-seq,human,released,6.0,24.0,13.0,1.0,5.0,6.0,11.0,3.0
ENCFF804UDS,ChIP-seq,human,released,10.0,3.0,9.0,1.0,9.0,11.0,7.0,9.0
ENCFF984BYL,ChIP-seq,human,released,3.0,10.0,3.0,4.0,1.0,5.0,11.0,3.0
ENCFF114CZV,ChIP-seq,human,released,8.0,26.0,18.0,4.0,8.0,12.0,2.0,6.0
ENCFF644DJX,ChIP-seq,human,released,7.0,2.0,3.0,4.0,4.0,4.0,8.0,8.0
ENCFF604LIK,ChIP-seq,mouse,released,6498.0,16.0,7.0,3.0,3.0,15.0,9.0,9.0
ENCFF284AIQ,ChIP-seq,human,released,5.0,13.0,8.0,8.0,10.0,9.0,7.0,9.0
ENCFF524YTI,DNase-seq,human,released,0.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0
ENCFF494AAJ,eCLIP,human,released,24.0,109.0,22.0,0.0,1.0,0.0,0.0,0.0
ENCFF234LEW,ChIP-seq,human,released,1.0,7.0,2.0,7.0,2.0,7.0,11.0,3.0
ENCFF434IGI,ChIP-seq,human,released,3.0,5.0,5.0,3.0,5.0,10.0,12.0,9.0
ENCFF754LXU,ChIP-seq,human,released,1.0,2.0,8.0,2.0,12.0,13.0,2.0,20.0
ENCFF474DIS,ChIP-seq,human,released,4.0,3.0,2.0,4.0,2.0,10.0,10.0,2.0
ENCFF844BIJ,ChIP-seq,human,released,1.0,11.0,3.0,2.0,6.0,3.0,6.0,9.0
ENCFF414NSU,ChIP-seq,human,released,4.0,8.0,3.0,5.0,1.0,17.0,17.0,5.0
ENCFF504BQS,ChIP-seq,human,released,7.0,16.0,8.0,7.0,3.0,15.0,7.0,9.0
ENCFF354TWT,ChIP-seq,human,released,3.0,7.0,6.0,4.0,2.0,3.0,11.0,5.0
ENCFF504FCP,ChIP-seq,human,released,11.0,3.0,53.0,6.0,6.0,2.0,3.0,6.0
ENCFF614DCC,ChIP-seq,human,released,5.0,6.0,5.0,6.0,4.0,3.0,5.0,6.0
ENCFF434BPW,ChIP-seq,human,released,9.0,13.0,8.0,4.0,7.0,9.0,8.0,9.0
ENCFF604WZB,ChIP-seq,human,released,4.0,7.0,4.0,8.0,4.0,15.0,10.0,4.0
ENCFF954XNU,ChIP-seq,human,released,5.0,13.0,15.0,7.0,5.0,15.0,4.0,8.0
ENCFF224AJP,DNase-seq,human,revoked,11.0,61.0,21.0,22.0,3.0,50.0,11.0,25.0
ENCFF464YHI,ChIP-seq,human,released,7.0,5.0,18.0,3.0,12.0,10.0,3.0,18.0
ENCFF554UER,ChIP-seq,human,released,6.0,6.0,11.0,8.0,10.0,6.0,5.0,8.0
ENCFF604ERL,ChIP-seq,human,released,11.0,14.0,99.0,1.0,13.0,6.0,3.0,7.0
ENCFF664FKG,ChIP-seq,human,released,7.0,12.0,19.0,8.0,13.0,8.0,4.0,5.0
ENCFF244UAY,ChIP-seq,human,released,9.0,12.0,9.0,6.0,7.0,10.0,4.0,2.0
ENCFF634RHW,ChIP-seq,human,released,4.0,5.0,5.0,7.0,2.0,4.0,8.0,5.0
ENCFF654WQR,ChIP-seq,human,released,11.0,26.0,20.0,7.0,22.0,20.0,7.0,8.0
ENCFF784FEA,ChIP-seq,human,released,9.0,16.0,13.0,11.0,7.0,22.0,2.0,15.0
ENCFF534LUY,ChIP-seq,human,released,5.0,4.0,1.0,10.0,1.0,9.0,9.0,5.0
ENCFF904CYK,ChIP-seq,human,released,2.0,10.0,16.0,1.0,7.0,5.0,9.0,5.0
ENCFF084ATK,ChIP-seq,human,released,1.0,5.0,5.0,0.0,7.0,3.0,1.0,4.0
ENCFF754YNP,ChIP-seq,human,released,3.0,12.0,6.0,6.0,11.0,3.0,8.0,8.0
ENCFF754BZY,eCLIP,human,released,31.0,124.0,24.0,0.0,0.0,0.0,0.0,0.0
ENCFF104JKK,ChIP-seq,mouse,released,2302.0,15.0,7.0,1.0,2.0,3.0,1.0,5.0
ENCFF674GZJ,ChIP-seq,human,released,2.0,5.0,2.0,6.0,3.0,8.0,8.0,0.0
ENCFF264VTF,ChIP-seq,human,released,14.0,2.0,7.0,10.0,4.0,9.0,9.0,8.0
ENCFF374SOX,ChIP-seq,human,released,6.0,8.0,7.0,3.0,6.0,13.0,7.0,4.0
ENCFF274DWP,ChIP-seq,human,released,3.0,16.0,8.0,7.0,9.0,12.0,7.0,7.0
